productCode,productName,priceEach,quantityOrdered,productLine,orderNumber,orderdate,customerNumber,customerName,city,country,buyPrice,MSRP
S24_2840,"1958 Chevy Corvette Limited Edition",32.18,21,"Classic Cars",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,15.91,35.36
S24_4048,"1992 Porsche Cayenne Turbo Silver",104.09,40,"Classic Cars",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,69.78,118.28
S32_2509,"1954 Greyhound Scenicruiser",53.03,24,"Trucks and Buses",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,25.98,54.11
S50_1392,"Diamond T620 Semi-Skirted Tanker",94.92,44,"Trucks and Buses",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,68.29,115.75
S12_1108,"2001 Ferrari Enzo",166.24,33,"Classic Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,95.59,207.80
S12_3148,"1969 Corvair Monza",140.50,33,"Classic Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,89.14,151.08
S12_3891,"1969 Ford Falcon",167.83,46,"Classic Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,83.05,173.02
S18_3140,"1903 Ford Model A",129.76,47,"Vintage Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,68.30,136.59
S18_3259,"Collectable Wooden Train",95.80,22,Trains,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,67.56,100.84
S18_4027,"1970 Triumph Spitfire",122.08,24,"Classic Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,91.92,143.62
S18_4522,"1904 Buick Runabout",79.87,24,"Vintage Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,52.66,87.77
S24_2011,"18th century schooner",114.29,33,Ships,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,82.34,122.89
S24_3151,"1912 Ford Model T Delivery Wagon",74.35,49,"Vintage Cars",10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,46.91,88.51
S32_3207,"1950's Chicago Surface Lines Streetcar",60.90,42,Trains,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,26.72,62.14
S50_1514,"1962 City of Detroit Streetcar",56.24,42,Trains,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,37.49,58.58
S700_1138,"The Schooner Bluenose",55.34,41,Ships,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,34.00,66.67
S700_1938,"The Mayflower",77.08,43,Ships,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,43.30,86.61
S700_3505,"The Titanic",92.16,21,Ships,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,51.09,100.17
S700_3962,"The Queen Mary",91.37,38,Ships,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,53.63,99.31
S72_3212,"Pont Yacht",46.96,39,Ships,10142,2003-08-08,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,33.30,54.60
S10_4757,"1972 Alfa Romeo GTA",133.28,49,"Classic Cars",10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,85.68,136.00
S18_1662,"1980s Black Hawk Helicopter",126.15,32,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,77.27,157.69
S18_3029,"1999 Yamaha Speed Boat",70.54,46,Ships,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,51.61,86.02
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",99.52,34,"Vintage Cars",10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,64.58,105.87
S24_2841,"1900s Vintage Bi-Plane",63.71,27,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,34.25,68.51
S24_3420,"1937 Horch 930V Limousine",59.83,33,"Vintage Cars",10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,26.30,65.75
S24_3816,"1940 Ford Delivery Sedan",74.64,23,"Vintage Cars",10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,48.64,83.86
S24_3949,"Corsair F4U ( Bird Cage)",55.96,28,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,29.34,68.24
S50_1341,"1930 Buick Marquette Phaeton",34.91,34,"Vintage Cars",10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,27.06,43.64
S700_1691,"American Airlines: B767-300",86.77,36,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,51.15,91.34
S700_2047,"HMS Bounty",87.80,26,Ships,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,39.83,90.52
S700_2466,"America West Airlines B757-200",79.78,26,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,68.80,99.72
S700_2610,"The USS Constitution Ship",69.39,31,Ships,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,33.97,72.28
S700_3167,"F/A 18 Hornet 1/72",70.40,28,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,54.40,80.00
S700_4002,"American Airlines: MD-11S",65.15,34,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,36.27,74.03
S72_1253,"Boeing X-32A JSF",49.66,37,Planes,10143,2003-08-10,320,"Mini Creations Ltd.","New Bedford",USA,32.77,49.66
S32_4289,"1928 Ford Phaeton Deluxe",56.41,20,"Vintage Cars",10144,2003-08-13,381,"Royale Belge",Charleroi,Belgium,33.02,68.79
S10_1678,"1969 Harley Davidson Ultimate Chopper",76.56,45,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,48.81,95.70
S10_2016,"1996 Moto Guzzi 1100i",104.67,37,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,68.99,118.94
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",154.93,33,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,91.02,193.66
S12_2823,"2002 Suzuki XREO",146.10,49,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,66.27,150.62
S18_2581,"P-51-D Mustang",71.81,30,Planes,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,49.00,84.48
S18_2625,"1936 Harley Davidson El Knucklehead",52.70,30,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,24.23,60.57
S24_1578,"1997 BMW R 1100 S",103.68,43,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,60.86,112.70
S24_1785,"1928 British Royal Navy Airplane",87.54,40,Planes,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,66.74,109.42
S24_2000,"1960 BSA Gold Star DBD34",63.98,47,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,37.32,76.17
S24_2360,"1982 Ducati 900 Monster",56.10,27,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,47.10,69.26
S24_4278,"1900s Vintage Tri-Plane",71.73,33,Planes,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,36.23,72.45
S32_1374,"1997 BMW F650 ST",99.89,33,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,66.92,99.89
S32_2206,"1982 Ducati 996 R",39.43,31,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,24.14,40.23
S32_4485,"1974 Ducati 350 Mk3 Desmo",95.93,27,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",73.22,38,Motorcycles,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,34.17,81.36
S700_2834,"ATA: B757-300",113.90,20,Planes,10145,2003-08-25,205,Toys4GrownUps.com,Pasadena,USA,59.33,118.65
S18_3782,"1957 Vespa GS150",60.30,47,Motorcycles,10146,2003-09-03,447,"Gift Ideas Corp.",Glendale,USA,32.95,62.17
S18_4721,"1957 Corvette Convertible",130.94,29,"Classic Cars",10146,2003-09-03,447,"Gift Ideas Corp.",Glendale,USA,69.93,148.80
S12_1099,"1968 Ford Mustang",161.49,48,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,95.34,194.57
S12_3380,"1968 Dodge Charger",110.39,31,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,75.16,117.44
S12_3990,"1970 Plymouth Hemi Cuda",74.21,21,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,31.92,79.80
S12_4675,"1969 Dodge Charger",97.89,33,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,58.73,115.16
S18_1889,"1948 Porsche 356-A Roadster",70.84,26,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,53.90,77.00
S18_3278,"1969 Dodge Super Bee",74.78,36,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,49.05,80.41
S18_3482,"1976 Ford Gran Torino",129.35,37,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,73.49,146.99
S24_2972,"1982 Lamborghini Diablo",33.23,25,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,16.24,37.76
S24_3371,"1971 Alpine Renault 1600s",48.98,30,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,38.58,61.23
S24_3856,"1956 Porsche 356A Coupe",123.58,23,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,98.30,140.43
S24_4620,"1961 Chevrolet Impala",72.76,31,"Classic Cars",10147,2003-09-05,379,"Collectables For Less Inc.",Brickhaven,USA,32.33,80.84
S18_1129,"1993 Mazda RX-7",114.65,23,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,83.51,141.54
S18_1589,"1965 Aston Martin DB5",108.26,47,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,65.96,124.44
S18_1984,"1995 Honda Civic",136.56,25,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,93.89,142.25
S18_2870,"1999 Indy 500 Monte Carlo SS",113.52,27,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,56.76,132.00
S18_3232,"1992 Ferrari 360 Spider red",143.94,32,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,77.90,169.34
S18_3685,"1948 Porsche Type 356 Roadster",135.63,28,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,62.16,141.28
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",83.75,34,"Vintage Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,43.26,92.03
S18_4933,"1957 Ford Thunderbird",66.28,29,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,34.21,71.27
S24_1046,"1970 Chevy Chevelle SS 454",65.41,25,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,49.24,73.49
S24_1628,"1966 Shelby Cobra 427 S/C",46.29,47,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,29.18,50.31
S24_2766,"1949 Jaguar XK 120",77.24,21,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,47.25,90.87
S24_2887,"1952 Citroen-15CV",115.09,34,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,72.82,117.44
S24_3191,"1969 Chevrolet Camaro Z28",71.91,31,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,50.51,85.61
S24_3432,"2002 Chevy Corvette",96.37,27,"Classic Cars",10148,2003-09-11,276,"Anna's Decorations, Ltd","North Sydney",Australia,62.11,107.08
S18_1342,"1937 Lincoln Berline",87.33,50,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,60.62,102.74
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",48.52,30,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,24.26,53.91
S18_1749,"1917 Grand Touring Sedan",156.40,34,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,86.70,170.00
S18_2248,"1911 Ford Town Car",50.85,24,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",125.86,33,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,58.48,127.13
S18_2795,"1928 Mercedes-Benz SSK",167.06,23,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,72.56,168.75
S18_3320,"1917 Maxwell Touring Car",89.29,42,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,57.54,99.21
S24_1937,"1939 Chevrolet Deluxe Coupe",31.20,36,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",39.87,49,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,20.61,44.80
S24_3969,"1936 Mercedes Benz 500k Roadster",38.57,26,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,21.75,41.03
S24_4258,"1936 Chrysler Airflow",90.57,20,"Vintage Cars",10149,2003-09-12,487,"Signal Collectibles Ltd.",Brisbane,USA,57.46,97.39
S10_1949,"1952 Alpine Renault 1300",182.16,45,"Classic Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,98.58,214.30
S10_4962,"1962 LanciaA Delta 16V",121.15,20,"Classic Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,103.42,147.74
S12_1666,"1958 Setra Bus",135.30,30,"Trucks and Buses",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,77.90,136.67
S18_1097,"1940 Ford Pickup Truck",95.67,34,"Trucks and Buses",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,58.33,116.67
S18_2949,"1913 Ford Model T Speedster",93.21,47,"Vintage Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,60.78,101.31
S18_2957,"1934 Ford V8 Coupe",56.21,30,"Vintage Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",97.39,26,"Vintage Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,60.74,104.72
S18_4600,"1940s Ford truck",111.39,49,"Trucks and Buses",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,84.76,121.08
S18_4668,"1939 Cadillac Limousine",47.29,30,"Vintage Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,23.14,50.31
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",62.05,49,"Trucks and Buses",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,33.61,64.64
S700_2824,"1982 Camaro Z28",95.08,20,"Classic Cars",10150,2003-09-19,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,46.53,101.15
S12_4473,"1957 Chevy Pickup",114.95,24,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,55.70,118.50
S18_2238,"1998 Chrysler Plymouth Prowler",152.27,43,"Classic Cars",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,101.51,163.73
S18_2319,"1964 Mercedes Tour Bus",106.78,49,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,74.86,122.73
S18_2432,"1926 Ford Fire Engine",58.34,39,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,24.92,60.77
S18_3232,"1992 Ferrari 360 Spider red",167.65,21,"Classic Cars",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,77.90,169.34
S24_2300,"1962 Volkswagen Microbus",109.90,42,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,61.34,127.79
S24_2840,"1958 Chevy Corvette Limited Edition",29.35,30,"Classic Cars",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,15.91,35.36
S32_1268,"1980’s GM Manhattan Express",84.75,27,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,53.93,96.31
S32_2509,"1954 Greyhound Scenicruiser",43.29,41,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,25.98,54.11
S50_1392,"Diamond T620 Semi-Skirted Tanker",108.81,26,"Trucks and Buses",10151,2003-09-21,311,"Oulu Toy Supplies, Inc.",Oulu,Finland,68.29,115.75
S18_4027,"1970 Triumph Spitfire",117.77,35,"Classic Cars",10152,2003-09-25,333,"Australian Gift Network, Co","South Brisbane",Australia,91.92,143.62
S24_1444,"1970 Dodge Coronet",49.13,25,"Classic Cars",10152,2003-09-25,333,"Australian Gift Network, Co","South Brisbane",Australia,32.37,57.80
S24_4048,"1992 Porsche Cayenne Turbo Silver",112.37,23,"Classic Cars",10152,2003-09-25,333,"Australian Gift Network, Co","South Brisbane",Australia,69.78,118.28
S32_3207,"1950's Chicago Surface Lines Streetcar",57.17,33,Trains,10152,2003-09-25,333,"Australian Gift Network, Co","South Brisbane",Australia,26.72,62.14
S12_1108,"2001 Ferrari Enzo",201.57,20,"Classic Cars",10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,95.59,207.80
S12_3148,"1969 Corvair Monza",128.42,42,"Classic Cars",10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,89.14,151.08
S12_3891,"1969 Ford Falcon",155.72,49,"Classic Cars",10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,83.05,173.02
S18_3140,"1903 Ford Model A",125.66,31,"Vintage Cars",10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,68.30,136.59
S18_3259,"Collectable Wooden Train",82.69,29,Trains,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,67.56,100.84
S18_4522,"1904 Buick Runabout",82.50,22,"Vintage Cars",10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,52.66,87.77
S24_2011,"18th century schooner",111.83,40,Ships,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,82.34,122.89
S50_1514,"1962 City of Detroit Streetcar",53.31,31,Trains,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,37.49,58.58
S700_1138,"The Schooner Bluenose",58.00,43,Ships,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,34.00,66.67
S700_1938,"The Mayflower",80.55,31,Ships,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,43.30,86.61
S700_3505,"The Titanic",87.15,50,Ships,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,51.09,100.17
S700_3962,"The Queen Mary",85.41,20,Ships,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,53.63,99.31
S72_3212,"Pont Yacht",51.87,50,Ships,10153,2003-09-28,141,"Euro+ Shopping Channel",Madrid,Spain,33.30,54.60
S24_3151,"1912 Ford Model T Delivery Wagon",75.23,31,"Vintage Cars",10154,2003-10-02,219,"Boards & Toys Co.",Glendale,USA,46.91,88.51
S700_2610,"The USS Constitution Ship",59.27,36,Ships,10154,2003-10-02,219,"Boards & Toys Co.",Glendale,USA,33.97,72.28
S10_4757,"1972 Alfa Romeo GTA",129.20,32,"Classic Cars",10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,85.68,136.00
S18_1662,"1980s Black Hawk Helicopter",138.77,38,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,77.27,157.69
S18_3029,"1999 Yamaha Speed Boat",83.44,44,Ships,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,51.61,86.02
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",105.87,29,"Vintage Cars",10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,64.58,105.87
S24_2841,"1900s Vintage Bi-Plane",62.34,23,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,34.25,68.51
S24_3420,"1937 Horch 930V Limousine",56.55,34,"Vintage Cars",10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,26.30,65.75
S24_3816,"1940 Ford Delivery Sedan",76.31,37,"Vintage Cars",10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,48.64,83.86
S24_3949,"Corsair F4U ( Bird Cage)",58.69,44,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,29.34,68.24
S700_2047,"HMS Bounty",89.61,32,Ships,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,39.83,90.52
S700_2466,"America West Airlines B757-200",87.75,20,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,68.80,99.72
S700_3167,"F/A 18 Hornet 1/72",76.80,43,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,54.40,80.00
S700_4002,"American Airlines: MD-11S",70.33,44,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,36.27,74.03
S72_1253,"Boeing X-32A JSF",49.16,34,Planes,10155,2003-10-06,186,"Toys of Finland, Co.",Helsinki,Finland,32.77,49.66
S50_1341,"1930 Buick Marquette Phaeton",43.64,20,"Vintage Cars",10156,2003-10-08,141,"Euro+ Shopping Channel",Madrid,Spain,27.06,43.64
S700_1691,"American Airlines: B767-300",77.64,48,Planes,10156,2003-10-08,141,"Euro+ Shopping Channel",Madrid,Spain,51.15,91.34
S18_2581,"P-51-D Mustang",69.27,33,Planes,10157,2003-10-09,473,"Frau da Collezione",Milan,Italy,49.00,84.48
S24_1785,"1928 British Royal Navy Airplane",89.72,40,Planes,10157,2003-10-09,473,"Frau da Collezione",Milan,Italy,66.74,109.42
S24_4278,"1900s Vintage Tri-Plane",66.65,33,Planes,10157,2003-10-09,473,"Frau da Collezione",Milan,Italy,36.23,72.45
S32_1374,"1997 BMW F650 ST",83.91,34,Motorcycles,10157,2003-10-09,473,"Frau da Collezione",Milan,Italy,66.92,99.89
S32_4289,"1928 Ford Phaeton Deluxe",56.41,28,"Vintage Cars",10157,2003-10-09,473,"Frau da Collezione",Milan,Italy,33.02,68.79
S700_2834,"ATA: B757-300",109.16,48,Planes,10157,2003-10-09,473,"Frau da Collezione",Milan,Italy,59.33,118.65
S24_2000,"1960 BSA Gold Star DBD34",67.79,22,Motorcycles,10158,2003-10-10,121,"Baane Mini Imports",Stavern,Norway,37.32,76.17
S10_1678,"1969 Harley Davidson Ultimate Chopper",81.35,49,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,48.81,95.70
S10_2016,"1996 Moto Guzzi 1100i",101.10,37,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,68.99,118.94
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",170.42,22,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,91.02,193.66
S12_1099,"1968 Ford Mustang",188.73,41,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,95.34,194.57
S12_2823,"2002 Suzuki XREO",131.04,38,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,66.27,150.62
S12_3990,"1970 Plymouth Hemi Cuda",67.03,24,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,31.92,79.80
S18_2625,"1936 Harley Davidson El Knucklehead",51.48,42,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,24.23,60.57
S18_3278,"1969 Dodge Super Bee",66.74,21,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,49.05,80.41
S18_3482,"1976 Ford Gran Torino",129.35,25,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,73.49,146.99
S18_3782,"1957 Vespa GS150",54.71,21,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,32.95,62.17
S18_4721,"1957 Corvette Convertible",142.85,32,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,69.93,148.80
S24_1578,"1997 BMW R 1100 S",100.30,44,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,60.86,112.70
S24_2360,"1982 Ducati 900 Monster",67.18,27,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,47.10,69.26
S24_3371,"1971 Alpine Renault 1600s",49.60,50,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,38.58,61.23
S24_4620,"1961 Chevrolet Impala",80.84,23,"Classic Cars",10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,32.33,80.84
S32_2206,"1982 Ducati 996 R",39.43,35,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,24.14,40.23
S32_4485,"1974 Ducati 350 Mk3 Desmo",86.74,23,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",78.11,31,Motorcycles,10159,2003-10-10,321,"Corporate Gift Ideas Co.","San Francisco",USA,34.17,81.36
S12_3380,"1968 Dodge Charger",96.30,46,"Classic Cars",10160,2003-10-11,347,"Men 'R' US Retailers, Ltd.","Los Angeles",USA,75.16,117.44
S12_4675,"1969 Dodge Charger",93.28,50,"Classic Cars",10160,2003-10-11,347,"Men 'R' US Retailers, Ltd.","Los Angeles",USA,58.73,115.16
S18_1889,"1948 Porsche 356-A Roadster",70.84,38,"Classic Cars",10160,2003-10-11,347,"Men 'R' US Retailers, Ltd.","Los Angeles",USA,53.90,77.00
S18_3232,"1992 Ferrari 360 Spider red",140.55,20,"Classic Cars",10160,2003-10-11,347,"Men 'R' US Retailers, Ltd.","Los Angeles",USA,77.90,169.34
S24_2972,"1982 Lamborghini Diablo",30.59,42,"Classic Cars",10160,2003-10-11,347,"Men 'R' US Retailers, Ltd.","Los Angeles",USA,16.24,37.76
S24_3856,"1956 Porsche 356A Coupe",130.60,35,"Classic Cars",10160,2003-10-11,347,"Men 'R' US Retailers, Ltd.","Los Angeles",USA,98.30,140.43
S18_1129,"1993 Mazda RX-7",121.72,28,"Classic Cars",10161,2003-10-17,227,"Heintze Collectables",Århus,Denmark,83.51,141.54
